Item_Weight,Item_Fat_Content,Item_Visibility,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,MRP_Level,Outlet_age,Item_Rating,Item_Type_Combined,Item_Outlet_Category
11.0,No Fat,0.037711338,41.548,OUT027,Medium,Tier 3,Supermarket Type3,32.6906710311,Low,28,7.00555111785,Non-Consumable,Non-ConsumableSupermarket Type3
9.3,Low Fat,0.016054884,250.2092,OUT045,Small,Tier 2,Supermarket Type1,23.8848963188,Very High,11,9.65410370835,Food,FoodSupermarket Type1
13.3,Low Fat,0.021170542,117.6124,OUT027,Medium,Tier 3,Supermarket Type3,19.1453928327,Medium,28,8.62271905042,Food,FoodSupermarket Type3
15.7,Low Fat,0.065188619,181.1634,OUT019,Small,Tier 1,Grocery Store,1.00331192724,High,28,7.9302295355,Drinks,DrinksGrocery Store
13.6,Low Fat,0.117537563,195.4136,OUT013,High,Tier 3,Supermarket Type1,27.8567141693,High,26,7.41671694955,Food,FoodSupermarket Type1
19.5,No Fat,0.01430324,57.2614,OUT045,Small,Tier 2,Supermarket Type1,27.0220288013,Low,11,8.29514570052,Non-Consumable,Non-ConsumableSupermarket Type1
19.35,Regular,0.137697119,47.1034,OUT010,Small,Tier 3,Grocery Store,3.09553450494,Low,15,5.83796301119,Food,FoodGrocery Store
12.65,No Fat,0.047008497,112.0202,OUT027,Medium,Tier 3,Supermarket Type3,45.2008566312,Medium,28,7.77652567357,Non-Consumable,Non-ConsumableSupermarket Type3
13.1,Regular,0.0344007872222,178.9318,OUT049,Medium,Tier 1,Supermarket Type1,17.1425123986,High,14,8.55687279609,Food,FoodSupermarket Type1
16.7,Regular,0.060863167,97.6384,OUT035,Small,Tier 2,Supermarket Type1,29.2673128605,Medium,9,7.38102111563,Food,FoodSupermarket Type1
5.785,Regular,0.0561750521,87.1856,OUT035,Small,Tier 2,Supermarket Type1,16.1284615808,Medium,9,7.34796582135,Food,FoodSupermarket Type1
18.5,Low Fat,0.045105407,89.4172,OUT019,Small,Tier 1,Grocery Store,1.99552658773,Medium,28,7.59257051845,Food,FoodGrocery Store
6.13,Low Fat,0.076855207,59.3536,OUT049,Medium,Tier 1,Supermarket Type1,24.7682769032,Low,14,6.65063886482,Drinks,DrinksSupermarket Type1
9.8,No Fat,0.024482644,116.2492,OUT018,Medium,Tier 3,Supermarket Type2,24.9139779026,Medium,4,8.46573756602,Non-Consumable,Non-ConsumableSupermarket Type2
19.2,Regular,0.0801194419,154.6314,OUT027,Medium,Tier 3,Supermarket Type3,42.1358068284,High,28,7.56579895192,Food,FoodSupermarket Type3
7.42,Low Fat,0.020474913,248.4092,OUT018,Medium,Tier 3,Supermarket Type2,4.00966147792,Very High,4,9.40371470548,Food,FoodSupermarket Type2
16.7,Regular,0.062044506,57.4562,OUT046,Small,Tier 1,Supermarket Type1,16.501251388,Low,16,6.83200550598,Food,FoodSupermarket Type1
14.1,Low Fat,0.220225608,85.6198,OUT019,Small,Tier 1,Grocery Store,1.01868726626,Medium,28,5.96558816382,Food,FoodGrocery Store
9.0,Low Fat,0.079794329,80.1644,OUT017,Small,Tier 2,Supermarket Type1,14.7006152357,Medium,6,6.9133772568,Food,FoodSupermarket Type1
19.0,Regular,0.114916546,188.4214,OUT019,Small,Tier 1,Grocery Store,3.0,High,28,7.40283975007,Food,FoodGrocery Store
6.36,No Fat,0.00597362,164.5526,OUT013,High,Tier 3,Supermarket Type1,12.9920997906,High,26,10.2236687476,Non-Consumable,Non-ConsumableSupermarket Type1
17.7,Low Fat,0.146973462,184.1292,OUT010,Small,Tier 3,Grocery Store,2.97230205747,High,15,7.13393881416,Food,FoodGrocery Store
16.5,Low Fat,0.07376631,208.5638,OUT013,High,Tier 3,Supermarket Type1,12.9065034296,Very High,26,7.9474517698,Food,FoodSupermarket Type1
13.6,Regular,0.049349121,108.6912,OUT027,Medium,Tier 3,Supermarket Type3,28.1288052759,Medium,28,7.69780008637,Food,FoodSupermarket Type3
8.355,Low Fat,0.328390948,146.0418,OUT019,Small,Tier 1,Grocery Store,4.03012836051,High,28,6.09968943278,Food,FoodGrocery Store
11.85,Low Fat,0.13267058,96.4726,OUT046,Small,Tier 1,Supermarket Type1,10.145118925,Medium,16,6.59051936591,Drinks,DrinksSupermarket Type1
10.195,Regular,0.012455787,197.511,OUT035,Small,Tier 2,Supermarket Type1,11.9331682792,High,9,9.67142728556,Food,FoodSupermarket Type1
12.15,Regular,0.058142797,162.1552,OUT027,Medium,Tier 3,Supermarket Type3,19.0351515092,High,28,7.93376567668,Food,FoodSupermarket Type3
5.88,Low Fat,0.006289291,153.2998,OUT019,Small,Tier 1,Grocery Store,3.00978474858,High,28,10.1013434397,Drinks,DrinksGrocery Store
13.65,Low Fat,0.04929502,150.505,OUT049,Medium,Tier 1,Supermarket Type1,17.9162818511,High,14,8.02425600062,Food,FoodSupermarket Type1
20.35,Low Fat,0.054362695,117.9466,OUT017,Small,Tier 2,Supermarket Type1,13.9881302216,Medium,6,7.6827698969,Food,FoodSupermarket Type1
20.2,No Fat,0.110356797,62.051,OUT010,Small,Tier 3,Grocery Store,2.03867786176,Low,15,6.33377008657,Non-Consumable,Non-ConsumableGrocery Store
13.85,Regular,0.085274988,119.6124,OUT046,Small,Tier 1,Supermarket Type1,16.8436616939,Medium,16,7.24684328011,Food,FoodSupermarket Type1
8.05,Regular,0.164542555,112.2518,OUT013,High,Tier 3,Supermarket Type1,15.2138050348,Medium,26,6.52679537251,Food,FoodSupermarket Type1
7.365,Low Fat,0.160292264,94.712,OUT045,Small,Tier 2,Supermarket Type1,9.84162513726,Medium,11,6.38328817532,Food,FoodSupermarket Type1
12.5,Low Fat,0.112859454,118.344,OUT017,Small,Tier 2,Supermarket Type1,18.2281484486,Medium,6,6.95616084336,Food,FoodSupermarket Type1
7.42,Regular,0.021569566,184.8582,OUT035,Small,Tier 2,Supermarket Type1,25.1217149145,High,9,9.05617765889,Food,FoodSupermarket Type1
17.75,Low Fat,0.073055148,33.7216,OUT027,Medium,Tier 3,Supermarket Type3,37.9874976276,Low,28,6.13684332926,Food,FoodSupermarket Type3
6.235,No Fat,0.119345629,261.991,OUT017,Small,Tier 2,Supermarket Type1,9.03435232508,Very High,6,7.69449713186,Non-Consumable,Non-ConsumableSupermarket Type1
12.35,Regular,0.072334667,49.1692,OUT013,High,Tier 3,Supermarket Type1,18.0366082832,Low,26,6.5231892444,Food,FoodSupermarket Type1
6.75,Regular,0.108148913,95.6752,OUT013,High,Tier 3,Supermarket Type1,10.0209040587,Medium,26,6.78633503643,Food,FoodSupermarket Type1
16.75,No Fat,0.07585337,36.8532,OUT049,Medium,Tier 1,Supermarket Type1,31.2185210511,Low,14,6.18795173983,Non-Consumable,Non-ConsumableSupermarket Type1
19.35,Regular,0.062655235,163.3184,OUT045,Small,Tier 2,Supermarket Type1,16.1763426534,High,11,7.86619327634,Food,FoodSupermarket Type1
9.6,Regular,0.022278477,102.499,OUT046,Small,Tier 1,Supermarket Type1,15.1024400238,Medium,16,8.43420459546,Food,FoodSupermarket Type1
19.85,Regular,0.020961192,62.0194,OUT018,Medium,Tier 3,Supermarket Type2,9.98387601299,Low,4,7.99286771113,Food,FoodSupermarket Type2
15.1,Low Fat,0.025993423,147.4076,OUT046,Small,Tier 1,Supermarket Type1,19.0515577216,High,16,8.64328959482,Food,FoodSupermarket Type1
15.7,Regular,0.018838681,62.9536,OUT027,Medium,Tier 3,Supermarket Type3,36.0008514207,Low,28,8.11454017232,Food,FoodSupermarket Type3
6.59,Low Fat,0.105577348,85.6908,OUT035,Small,Tier 2,Supermarket Type1,22.5168676217,Medium,9,6.70028822185,Food,FoodSupermarket Type1
16.75,Low Fat,0.129086113,89.4856,OUT049,Medium,Tier 1,Supermarket Type1,11.785440339,Medium,14,6.54279476875,Food,FoodSupermarket Type1
15.2,Low Fat,0.113125627,38.6848,OUT045,Small,Tier 2,Supermarket Type1,29.8781123335,Low,11,5.83762311641,Drinks,DrinksSupermarket Type1
13.0,Regular,0.070699313,65.7484,OUT017,Small,Tier 2,Supermarket Type1,17.8631145397,Low,6,6.83622948257,Food,FoodSupermarket Type1
5.86,Regular,0.151467821,154.1314,OUT018,Medium,Tier 3,Supermarket Type2,22.1427353544,High,4,6.92616980082,Food,FoodSupermarket Type2
11.395,No Fat,0.03616416,150.1708,OUT010,Small,Tier 3,Grocery Store,2.00399545051,High,15,8.33170080999,Non-Consumable,Non-ConsumableGrocery Store
20.85,Low Fat,0.062606583,192.2478,OUT010,Small,Tier 3,Grocery Store,2.01560485998,High,15,8.02999561419,Food,FoodGrocery Store
4.59,Low Fat,0.0704378,112.886,OUT027,Medium,Tier 3,Supermarket Type3,26.0690962564,Medium,28,7.38002746629,Drinks,DrinksSupermarket Type3
5.035,Regular,0.079844043,226.3036,OUT013,High,Tier 3,Supermarket Type1,18.1113548348,Very High,26,7.94991022612,Food,FoodSupermarket Type1
11.15,Low Fat,0.120139206,45.0744,OUT049,Medium,Tier 1,Supermarket Type1,10.0443710843,Low,14,5.93008042405,Food,FoodSupermarket Type1
6.38,Low Fat,0.032028115,178.3344,OUT018,Medium,Tier 3,Supermarket Type2,18.0100933976,High,4,8.6249811874,Food,FoodSupermarket Type2
8.39,No Fat,0.120497266,162.2868,OUT046,Small,Tier 1,Supermarket Type1,16.1478863346,High,16,7.20623557573,Non-Consumable,Non-ConsumableSupermarket Type1
5.675,Regular,0.023492524,155.5288,OUT035,Small,Tier 2,Supermarket Type1,9.0925873536,High,9,8.79805499752,Food,FoodSupermarket Type1
15.7,Regular,0.122657336,110.1544,OUT049,Medium,Tier 1,Supermarket Type1,14.2160603662,Medium,14,6.80135659982,Food,FoodSupermarket Type1
13.0,Regular,0.070588037,65.9484,OUT018,Medium,Tier 3,Supermarket Type2,15.8301702543,Low,4,6.84083699461,Food,FoodSupermarket Type2
10.0,No Fat,0.073024401,121.844,OUT027,Medium,Tier 3,Supermarket Type3,25.5732247792,Medium,28,7.42030231889,Non-Consumable,Non-ConsumableSupermarket Type3
13.5,Regular,0.159587755,145.3102,OUT013,High,Tier 3,Supermarket Type1,5.01720457339,High,26,6.81512974072,Food,FoodSupermarket Type1
8.895,Regular,0.088821765,125.173,OUT017,Small,Tier 2,Supermarket Type1,23.6165307215,Medium,6,7.25152967853,Food,FoodSupermarket Type1
10.895,Low Fat,0.136810742,263.0568,OUT046,Small,Tier 1,Supermarket Type1,2.00456175244,Very High,16,7.56204667734,Food,FoodSupermarket Type1
16.2,Regular,0.128682722,178.437,OUT045,Small,Tier 2,Supermarket Type1,5.93274937373,High,11,7.23536192755,Food,FoodSupermarket Type1
12.5,Regular,0.109459733,84.1592,OUT027,Medium,Tier 3,Supermarket Type3,15.695814599,Medium,28,6.64620855774,Food,FoodSupermarket Type3
15.1,Regular,0.096644015,131.9942,OUT017,Small,Tier 2,Supermarket Type1,23.0871250403,Medium,6,7.22021089783,Food,FoodSupermarket Type1
7.475,No Fat,0.013120028,217.6192,OUT046,Small,Tier 1,Supermarket Type1,7.93015322177,Very High,16,9.71642239481,Non-Consumable,Non-ConsumableSupermarket Type1
9.17,Low Fat,0.0996963049,144.847,OUT019,Small,Tier 1,Grocery Store,0.988263478015,High,28,7.28199272803,Food,FoodGrocery Store
10.8,Regular,0.048339408,41.5138,OUT018,Medium,Tier 3,Supermarket Type2,10.7615250832,Low,4,6.75669779285,Food,FoodSupermarket Type2
20.0,No Fat,0.08165845,35.019,OUT018,Medium,Tier 3,Supermarket Type2,16.7310317256,Low,4,6.06342986397,Non-Consumable,Non-ConsumableSupermarket Type2
14.3,Regular,0.04975339,210.3586,OUT049,Medium,Tier 1,Supermarket Type1,30.0998295292,Very High,14,8.34972685949,Food,FoodSupermarket Type1
10.1,No Fat,0.030379382,153.4656,OUT017,Small,Tier 2,Supermarket Type1,12.0781934192,High,6,8.52766549808,Non-Consumable,Non-ConsumableSupermarket Type1
17.85,Low Fat,0.065810045,149.105,OUT046,Small,Tier 1,Supermarket Type1,15.0704201737,High,16,7.72607481823,Food,FoodSupermarket Type1
9.5,Low Fat,0.0372669495556,32.89,OUT010,Small,Tier 3,Grocery Store,1.01216175129,Low,15,6.7839495132,Drinks,DrinksGrocery Store
20.75,No Fat,0.025272781,146.6734,OUT017,Small,Tier 2,Supermarket Type1,3.03681649161,High,6,8.66640795014,Non-Consumable,Non-ConsumableSupermarket Type1
12.1,Low Fat,0.019314961,164.6526,OUT010,Small,Tier 3,Grocery Store,3.99514128535,High,15,9.05083040227,Drinks,DrinksGrocery Store
20.6,No Fat,0.071282168,74.4696,OUT018,Medium,Tier 3,Supermarket Type2,3.00402848948,Medium,4,6.95245680983,Non-Consumable,Non-ConsumableSupermarket Type2
7.67,No Fat,0.184843579,33.1216,OUT046,Small,Tier 1,Supermarket Type1,21.9510410125,Low,16,5.19399620961,Non-Consumable,Non-ConsumableSupermarket Type1
16.7,Low Fat,0.122896411,111.1912,OUT019,Small,Tier 1,Grocery Store,1.96402593011,Medium,28,6.80876936809,Food,FoodGrocery Store
20.6,Low Fat,0.082935004,119.5756,OUT013,High,Tier 3,Supermarket Type1,22.2943744376,Medium,26,7.27434020719,Food,FoodSupermarket Type1
15.35,Low Fat,0.161350176,196.6768,OUT010,Small,Tier 3,Grocery Store,3.00610138054,High,15,7.10656008804,Drinks,DrinksGrocery Store
5.46,Regular,0.106968096,142.6786,OUT013,High,Tier 3,Supermarket Type1,16.201852275,High,26,7.19656863825,Food,FoodSupermarket Type1
9.395,Low Fat,0.159582185,224.772,OUT049,Medium,Tier 1,Supermarket Type1,31.2206680547,Very High,14,7.25099249979,Drinks,DrinksSupermarket Type1
19.5,Low Fat,0.14453827,180.6002,OUT019,Small,Tier 1,Grocery Store,4.95847180679,High,28,7.13129671228,Food,FoodGrocery Store
10.0,Low Fat,0.038685802,243.8144,OUT046,Small,Tier 1,Supermarket Type1,19.0935137547,Very High,16,8.74884855623,Food,FoodSupermarket Type1
10.8,Low Fat,0.172309903,98.2042,OUT019,Small,Tier 1,Grocery Store,2.02036572774,Medium,28,6.34726271683,Food,FoodGrocery Store
7.445,Low Fat,0.037690731,73.3354,OUT049,Medium,Tier 1,Supermarket Type1,6.15545016459,Medium,14,7.57389833393,Food,FoodSupermarket Type1
10.6,Regular,0.05787008,49.7008,OUT019,Small,Tier 1,Grocery Store,1.01810836043,Low,28,6.75673950237,Food,FoodGrocery Store
15.5,Regular,0.026409147,102.1332,OUT018,Medium,Tier 3,Supermarket Type2,6.02349872519,Medium,4,8.26058123739,Food,FoodSupermarket Type2
19.85,No Fat,0.064367627,126.1704,OUT013,High,Tier 3,Supermarket Type1,6.94451947525,Medium,26,7.58128786701,Non-Consumable,Non-ConsumableSupermarket Type1
11.5,Low Fat,0.173516063,128.1652,OUT046,Small,Tier 1,Supermarket Type1,19.1482461698,Medium,16,6.60615808984,Food,FoodSupermarket Type1
15.7,Low Fat,0.12898088,250.4724,OUT019,Small,Tier 1,Grocery Store,1.00479094703,Very High,28,7.5719546554,Food,FoodGrocery Store
10.5,Low Fat,0.048115543,159.0946,OUT045,Small,Tier 2,Supermarket Type1,25.787547786,High,11,8.10395139644,Drinks,DrinksSupermarket Type1
19.7,Low Fat,0.077899109,177.766,OUT035,Small,Tier 2,Supermarket Type1,15.1687611804,High,9,7.73324695814,Food,FoodSupermarket Type1
9.395,Regular,0.13093275,86.9198,OUT027,Medium,Tier 3,Supermarket Type3,18.0621262359,Medium,28,6.49956253013,Food,FoodSupermarket Type3
10.3,Regular,0.098464979,188.653,OUT010,Small,Tier 3,Grocery Store,1.00583081107,High,15,7.55848548675,Food,FoodGrocery Store
20.85,Low Fat,0.037372847,192.7478,OUT013,High,Tier 3,Supermarket Type1,16.0830100266,High,26,8.54838732918,Food,FoodSupermarket Type1
13.35,Low Fat,0.032230526,61.4194,OUT049,Medium,Tier 1,Supermarket Type1,12.0976890038,Low,14,7.55309163294,Food,FoodSupermarket Type1
12.1,Low Fat,0.040357315,177.8002,OUT046,Small,Tier 1,Supermarket Type1,9.06580420045,High,16,8.39087001542,Food,FoodSupermarket Type1
20.1,Low Fat,0.07461309,108.7228,OUT035,Small,Tier 2,Supermarket Type1,11.1821145151,Medium,9,7.28492687539,Food,FoodSupermarket Type1
19.1,No Fat,0.160936178,184.2608,OUT019,Small,Tier 1,Grocery Store,1.9945729097,High,28,7.04397258185,Non-Consumable,Non-ConsumableGrocery Store
21.25,Low Fat,0.019502354,120.8756,OUT018,Medium,Tier 3,Supermarket Type2,26.0645291523,Medium,4,8.73214334966,Food,FoodSupermarket Type2
15.25,Regular,0.065577449,181.766,OUT027,Medium,Tier 3,Supermarket Type3,40.5488705258,High,28,7.92760426738,Food,FoodSupermarket Type3
6.655,Low Fat,0.016944719,209.2586,OUT013,High,Tier 3,Supermarket Type1,14.1204251582,Very High,26,9.42145083655,Food,FoodSupermarket Type1
13.65,Low Fat,0.065576228,47.7402,OUT013,High,Tier 3,Supermarket Type1,13.4721429738,Low,26,6.59168850054,Food,FoodSupermarket Type1
13.8,Regular,0.02579577,88.4172,OUT019,Small,Tier 1,Grocery Store,1.00904801328,Medium,28,8.13990298287,Food,FoodGrocery Store
13.6,No Fat,0.010008699,176.737,OUT049,Medium,Tier 1,Supermarket Type1,27.9524717518,High,14,9.77902004486,Non-Consumable,Non-ConsumableSupermarket Type1
15.5,Low Fat,0.053362086,41.577,OUT035,Small,Tier 2,Supermarket Type1,17.6950958463,Low,9,6.65948454407,Drinks,DrinksSupermarket Type1
10.895,Low Fat,0.064621927,196.6794,OUT013,High,Tier 3,Supermarket Type1,5.95118960094,High,26,8.02110500127,Food,FoodSupermarket Type1
19.7,Regular,0.018126724,101.799,OUT017,Small,Tier 2,Supermarket Type1,11.1512784998,Medium,6,8.63354629443,Food,FoodSupermarket Type1
8.1,Low Fat,0.0949688426667,211.8902,OUT018,Medium,Tier 3,Supermarket Type2,18.0424748289,Very High,4,7.71072272704,Food,FoodSupermarket Type2
21.0,Low Fat,0.049263979,195.0478,OUT013,High,Tier 3,Supermarket Type1,7.94667973697,High,26,8.28405931279,Food,FoodSupermarket Type1
13.65,Regular,0.021343732,58.3588,OUT010,Small,Tier 3,Grocery Store,1.96230217208,Low,15,7.91397299298,Food,FoodGrocery Store
9.3,Low Fat,0.110681931,63.2826,OUT027,Medium,Tier 3,Supermarket Type3,16.3286843461,Low,28,6.35045257012,Food,FoodSupermarket Type3
18.5,Regular,0.061955439,145.1418,OUT027,Medium,Tier 3,Supermarket Type3,31.4271684656,High,28,7.75947784411,Food,FoodSupermarket Type3
18.6,Low Fat,0.076483451,163.1236,OUT027,Medium,Tier 3,Supermarket Type3,14.8160903756,High,28,7.66565784222,Food,FoodSupermarket Type3
13.15,No Fat,0.024701262,176.8686,OUT045,Small,Tier 2,Supermarket Type1,12.0610622801,High,11,8.87644767661,Non-Consumable,Non-ConsumableSupermarket Type1
15.25,Low Fat,0.02671821,85.2198,OUT018,Medium,Tier 3,Supermarket Type2,17.3989683149,Medium,4,8.06795719679,Food,FoodSupermarket Type2
19.35,Low Fat,0.016597651,121.5098,OUT013,High,Tier 3,Supermarket Type1,23.802485067,Medium,26,8.89862560346,Food,FoodSupermarket Type1
10.195,Low Fat,0.0514111,33.0558,OUT027,Medium,Tier 3,Supermarket Type3,29.7895739931,Low,28,6.46765229319,Food,FoodSupermarket Type3
17.75,Regular,0.112985849,185.424,OUT010,Small,Tier 3,Grocery Store,4.02157218052,High,15,7.403746945,Food,FoodGrocery Store
20.7,Regular,0.11411709,92.7436,OUT046,Small,Tier 1,Supermarket Type1,14.2717168624,Medium,16,6.7015986503,Food,FoodSupermarket Type1
9.5,Low Fat,0.023469217625,110.4228,OUT017,Small,Tier 2,Supermarket Type1,14.012678541,Medium,6,8.45659475606,Food,FoodSupermarket Type1
11.65,Low Fat,0.175033524,55.5298,OUT017,Small,Tier 2,Supermarket Type1,11.6542397055,Low,6,5.76284467867,Food,FoodSupermarket Type1
21.1,Regular,0.020760673,128.7994,OUT045,Small,Tier 2,Supermarket Type1,13.9673911524,Medium,11,8.73311213148,Food,FoodSupermarket Type1
7.865,Low Fat,0.061405051,166.3526,OUT017,Small,Tier 2,Supermarket Type1,11.8629417274,High,6,7.90474187318,Food,FoodSupermarket Type1
12.35,Low Fat,0.026676216,57.0246,OUT035,Small,Tier 2,Supermarket Type1,30.4734798666,Low,9,7.66793334327,Food,FoodSupermarket Type1
12.15,No Fat,0.029380407,114.715,OUT027,Medium,Tier 3,Supermarket Type3,16.2510569673,Medium,28,8.27013413062,Non-Consumable,Non-ConsumableSupermarket Type3
16.25,Low Fat,0.025715562,168.1474,OUT013,High,Tier 3,Supermarket Type1,9.01605734017,High,26,8.78565284367,Food,FoodSupermarket Type1
12.15,No Fat,0.065026434,253.704,OUT017,Small,Tier 2,Supermarket Type1,19.9448175827,Very High,6,8.2693859234,Non-Consumable,Non-ConsumableSupermarket Type1
10.5,Regular,0.066315023,78.296,OUT045,Small,Tier 2,Supermarket Type1,27.5517523245,Medium,11,7.07468195227,Food,FoodSupermarket Type1
12.8,Regular,0.023664054,226.0404,OUT017,Small,Tier 2,Supermarket Type1,23.8938242898,Very High,6,9.16461651944,Food,FoodSupermarket Type1
21.25,Low Fat,0.154627247,177.637,OUT027,Medium,Tier 3,Supermarket Type3,30.7905841688,High,28,7.04735014756,Food,FoodSupermarket Type3
4.61,Low Fat,0.205294827,172.8396,OUT010,Small,Tier 3,Grocery Store,1.00925713783,High,15,6.73685922105,Drinks,DrinksGrocery Store
7.0,Low Fat,0.152261999,105.728,OUT017,Small,Tier 2,Supermarket Type1,12.0907990315,Medium,6,6.54446141618,Food,FoodSupermarket Type1
10.0,No Fat,0.0632642748889,120.644,OUT035,Small,Tier 2,Supermarket Type1,15.8939027221,Medium,9,7.55380279774,Non-Consumable,Non-ConsumableSupermarket Type1
6.405,Low Fat,0.136275173,128.1678,OUT035,Small,Tier 2,Supermarket Type1,7.93758182632,Medium,9,6.8474821405,Food,FoodSupermarket Type1
9.3,Low Fat,0.174621343,104.2964,OUT049,Medium,Tier 1,Supermarket Type1,19.1639558029,Medium,14,6.39404512887,Food,FoodSupermarket Type1
11.6,Low Fat,0.038597077,57.9272,OUT045,Small,Tier 2,Supermarket Type1,10.620212957,Low,11,7.3144318618,Food,FoodSupermarket Type1
16.75,Low Fat,0.029799965,39.1822,OUT045,Small,Tier 2,Supermarket Type1,8.02041743445,Low,11,7.18223088148,Food,FoodSupermarket Type1
12.15,No Fat,0.011314423,122.973,OUT010,Small,Tier 3,Grocery Store,1.00162637327,Medium,15,9.29373381768,Non-Consumable,Non-ConsumableGrocery Store
14.7,Low Fat,0.072410764,48.2034,OUT049,Medium,Tier 1,Supermarket Type1,21.1742615666,Low,14,6.50233093948,Food,FoodSupermarket Type1
20.0,Regular,0.028118435,46.7744,OUT035,Small,Tier 2,Supermarket Type1,26.1341417528,Low,9,7.41726688212,Food,FoodSupermarket Type1
12.35,Low Fat,0.163350221,120.2124,OUT019,Small,Tier 1,Grocery Store,3.94343345612,Medium,28,6.60247689048,Food,FoodGrocery Store
7.39,No Fat,0.093307713,250.9066,OUT017,Small,Tier 2,Supermarket Type1,6.00239132809,Very High,6,7.89730507719,Non-Consumable,Non-ConsumableSupermarket Type1
20.75,Regular,0.105994654,150.5682,OUT010,Small,Tier 3,Grocery Store,5.063094332,High,15,7.25948647454,Food,FoodGrocery Store
9.3,Low Fat,0.067055339,184.2292,OUT018,Medium,Tier 3,Supermarket Type2,6.9316069331,High,4,7.91878159146,Food,FoodSupermarket Type2
10.195,Low Fat,0.107376743,147.6076,OUT035,Small,Tier 2,Supermarket Type1,24.0325186508,High,9,7.22669625013,Food,FoodSupermarket Type1
7.52,Regular,0.043810028,181.395,OUT027,Medium,Tier 3,Supermarket Type3,33.3092698255,High,28,8.32881100006,Food,FoodSupermarket Type3
7.68,Low Fat,0.118672537,192.2162,OUT010,Small,Tier 3,Grocery Store,2.00208099005,High,15,7.39062534952,Food,FoodGrocery Store
10.195,Low Fat,0.126897925,110.6886,OUT018,Medium,Tier 3,Supermarket Type2,11.0496889472,Medium,4,6.77223889335,Food,FoodSupermarket Type2
9.3,Regular,0.014076503,200.0084,OUT018,Medium,Tier 3,Supermarket Type2,10.9120036958,High,4,9.56167806833,Food,FoodSupermarket Type2
8.895,Regular,0.088305478,123.473,OUT035,Small,Tier 2,Supermarket Type1,11.9708438282,Medium,9,7.24369056833,Food,FoodSupermarket Type1
16.0,Low Fat,0.090153756,143.2154,OUT045,Small,Tier 2,Supermarket Type1,9.90224514961,High,11,7.37121775654,Food,FoodSupermarket Type1
19.2,No Fat,0.182501773,239.2196,OUT013,High,Tier 3,Supermarket Type1,21.1580138082,Very High,26,7.17913996336,Non-Consumable,Non-ConsumableSupermarket Type1
20.75,Low Fat,0.108710162,161.7578,OUT046,Small,Tier 1,Supermarket Type1,17.8553392788,High,16,7.30584198677,Food,FoodSupermarket Type1
11.65,Regular,0.058446424,172.1422,OUT027,Medium,Tier 3,Supermarket Type3,32.0557678477,High,28,7.98830511933,Food,FoodSupermarket Type3
13.5,No Fat,0.054990009,35.2874,OUT046,Small,Tier 1,Supermarket Type1,21.0,Low,16,6.46568685841,Non-Consumable,Non-ConsumableSupermarket Type1
12.65,Regular,0.15528831,241.7538,OUT027,Medium,Tier 3,Supermarket Type3,37.7799414115,Very High,28,7.35103381276,Food,FoodSupermarket Type3
19.7,Regular,0.018021361,101.199,OUT035,Small,Tier 2,Supermarket Type1,18.3557347405,Medium,9,8.63346444044,Food,FoodSupermarket Type1
6.095,No Fat,0.0816559,143.3154,OUT017,Small,Tier 2,Supermarket Type1,19.790671484,High,6,7.4708585998,Non-Consumable,Non-ConsumableSupermarket Type1
8.21,Low Fat,0.010755465,150.8392,OUT013,High,Tier 3,Supermarket Type1,19.7745944025,High,26,9.54862695187,Drinks,DrinksSupermarket Type1
17.7,Low Fat,0.050111641,165.9816,OUT010,Small,Tier 3,Grocery Store,1.01084457554,High,15,8.10568074669,Food,FoodGrocery Store
18.1,No Fat,0.048931174,127.3336,OUT035,Small,Tier 2,Supermarket Type1,9.03534024013,Medium,9,7.8645351963,Non-Consumable,Non-ConsumableSupermarket Type1
5.695,Low Fat,0.065960909,259.2646,OUT017,Small,Tier 2,Supermarket Type1,35.7778331481,Very High,6,8.27679654518,Food,FoodSupermarket Type1
20.25,Low Fat,0.036319195,219.3482,OUT035,Small,Tier 2,Supermarket Type1,22.9685431656,Very High,9,8.70623487521,Drinks,DrinksSupermarket Type1
20.7,No Fat,0.039055756,152.3366,OUT027,Medium,Tier 3,Supermarket Type3,13.889717901,High,28,8.26911390415,Non-Consumable,Non-ConsumableSupermarket Type3
19.35,Regular,0.049395242,80.3644,OUT027,Medium,Tier 3,Supermarket Type3,23.4624485469,Medium,28,7.39508691929,Food,FoodSupermarket Type3
8.185,Low Fat,0.038789271,115.6808,OUT049,Medium,Tier 1,Supermarket Type1,6.07780029184,Medium,14,8.00078152198,Food,FoodSupermarket Type1
18.2,Low Fat,0.012659235,140.718,OUT018,Medium,Tier 3,Supermarket Type2,18.878480365,High,4,9.31621613603,Food,FoodSupermarket Type2
19.25,No Fat,0.108010006,33.3558,OUT035,Small,Tier 2,Supermarket Type1,21.3777453996,Low,9,5.73599596456,Non-Consumable,Non-ConsumableSupermarket Type1
14.5,Low Fat,0.061934991,154.4998,OUT013,High,Tier 3,Supermarket Type1,10.9501617478,High,26,7.82226357205,Drinks,DrinksSupermarket Type1
9.5,Regular,0.104421237,80.196,OUT013,High,Tier 3,Supermarket Type1,26.8989974562,Medium,26,6.64509707141,Food,FoodSupermarket Type1
